Time - Plot 0	Amplitude - Plot 0
0.4144	0.000692385
0.4145	0.00072485
0.4146	0.000692385
0.4147	0.00078978
0.4148	0.00078978
0.4149	0.000659921
0.415	0.000822245
0.4151	0.00072485
0.4152	0.00078978
0.4153	0.00078978
0.4154	0.00078978
0.4155	0.00078978
0.4156	0.000692385
0.4157	0.00072485
0.4158	0.000757315
0.4159	0.000659921
0.416	0.00085471
0.4161	0.00072485
0.4162	0.00091964
0.4163	0.000887175
0.4164	0.00085471
0.4165	0.000822245
0.4166	0.00078978
0.4167	0.00078978
0.4168	0.00091964
0.4169	0.00078978
0.417	0.00078978
0.4171	0.000822245
0.4172	0.000984569
0.4173	0.000757315
0.4174	0.000887175
0.4175	0.000984569
0.4176	0.000887175
0.4177	0.00085471
0.4178	0.000822245
0.4179	0.00091964
0.418	0.00091964
0.4181	0.00091964
0.4182	0.00101703
0.4183	0.00085471
0.4184	0.000952104
0.4185	0.000984569
0.4186	0.000984569
0.4187	0.00101703
0.4188	0.0010495
0.4189	0.000984569
0.419	0.000952104
0.4191	0.00091964
0.4192	0.00101703
0.4193	0.00108196
0.4194	0.00108196
0.4195	0.00101703
0.4196	0.00091964
0.4197	0.0010495
0.4198	0.00101703
0.4199	0.00114689
0.42	0.000984569
0.4201	0.00108196
0.4202	0.00091964
0.4203	0.000984569
0.4204	0.0010495
0.4205	0.00111443
0.4206	0.00111443
0.4207	0.00111443
0.4208	0.00101703
0.4209	0.00108196
0.421	0.00111443
0.4211	0.00108196
0.4212	0.00108196
0.4213	0.00111443
0.4214	0.00108196
0.4215	0.00124429
0.4216	0.00114689
0.4217	0.00121182
0.4218	0.00114689
0.4219	0.00114689
0.422	0.00108196
0.4221	0.00111443
0.4222	0.00114689
0.4223	0.00121182
0.4224	0.00124429
0.4225	0.00117936
0.4226	0.00117936
0.4227	0.00130922
0.4228	0.00121182
0.4229	0.00121182
0.423	0.00117936
0.4231	0.00127675
0.4232	0.00124429
0.4233	0.00127675
0.4234	0.00127675
0.4235	0.00121182
0.4236	0.00124429
0.4237	0.00127675
0.4238	0.00134168
0.4239	0.00124429
0.424	0.00130922
0.4241	0.00124429
0.4242	0.00127675
0.4243	0.00127675
0.4244	0.00127675
0.4245	0.00137415
0.4246	0.00130922
0.4247	0.00130922
0.4248	0.00130922
0.4249	0.00137415
0.425	0.00134168
0.4251	0.00134168
0.4252	0.00137415
0.4253	0.00134168
0.4254	0.00137415
0.4255	0.00137415
0.4256	0.00140661
0.4257	0.00140661
0.4258	0.00137415
0.4259	0.00140661
0.426	0.00140661
0.4261	0.00153647
0.4262	0.00137415
0.4263	0.00140661
0.4264	0.00150401
0.4265	0.00143908
0.4266	0.00143908
0.4267	0.00150401
0.4268	0.00150401
0.4269	0.00143908
0.427	0.00143908
0.4271	0.00143908
0.4272	0.00143908
0.4273	0.00153647
0.4274	0.00153647
0.4275	0.00143908
0.4276	0.00137415
0.4277	0.00143908
0.4278	0.00147154
0.4279	0.00156894
0.428	0.00143908
0.4281	0.00147154
0.4282	0.00134168
0.4283	0.00140661
0.4284	0.00150401
0.4285	0.00153647
0.4286	0.00150401
0.4287	0.00147154
0.4288	0.00147154
0.4289	0.00153647
0.429	0.0016014
0.4291	0.00173126
0.4292	0.00147154
0.4293	0.0016014
0.4294	0.00163387
0.4295	0.0016014
0.4296	0.0016014
0.4297	0.00156894
0.4298	0.00163387
0.4299	0.00153647
0.43	0.00166633
0.4301	0.00166633
0.4302	0.0016014
0.4303	0.0016014
0.4304	0.0016014
0.4305	0.00163387
0.4306	0.00166633
0.4307	0.0016014
0.4308	0.00153647
0.4309	0.0016988
0.431	0.00163387
0.4311	0.00163387
0.4312	0.00163387
0.4313	0.00166633
0.4314	0.00163387
0.4315	0.00166633
0.4316	0.00173126
0.4317	0.0016988
0.4318	0.00166633
0.4319	0.0016014
0.432	0.00163387
0.4321	0.00166633
0.4322	0.00163387
0.4323	0.0016988
0.4324	0.00179619
